Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Brand Button Url (product.metafields.custom.brand_button_url),Brand Description (product.metafields.custom.brand_description),Brand Heading (product.metafields.custom.brand_heading),How to use (product.metafields.custom.how_to_use),Ingredients (product.metafields.custom.ingredients),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age restrictions (product.metafields.shopify.age-restrictions),Event type (product.metafields.shopify.event-type),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Product form (product.metafields.shopify.product-form),Target gender (product.metafields.shopify.target-gender),Ticket type (product.metafields.shopify.ticket-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
as-i-am-twist-defining-cream,As I Am Twist Defining Cream,"<p><span>Shiny smoothness, (and lots of it), is what you'll get when you twist with this one-of-a-kind rich creamy styler. Made especially for highly textured hair with nurturing natural oils, plus organic extracts that provides the ultimate in moisturization. There's even a wondrous organic compound blended in that works to block DHT and stimulate healthy hair growth.</span></p>
<p><span><strong>Benefits:</strong></span></p>
<ul>
<li id=""n96"">Produces shiny, well-defined twists and twist outs</li>
<li id=""n97"">Produces strong, lasting definition</li>
<li id=""n98"">Minimizes frizz and maximizes smoothness</li>
<li id=""n101"">Helps prevent shedding and thinning</li>
</ul>
<p><span><strong>Usage:</strong> </span><span></span></p>
<p><br></p>",As I Am,,Styler,"As I Am, CG Approved, Chemically Treated Hair, Curl Enhancing, Curly Hair, Moisture Rich, Natural, Natural Hair, Styler, Sulfate - Free, Twist out",true,Size,8 fl. oz,,,,,,,,AIM-TDC-237,440.0,shopify,deny,manual,65.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/AsIAmClassicTwistDefiningCream.png?v=1605804776,1,As I Am Twist Defining Cream,false,,,,,,,,,,,,,,,"<p>As I Am products consists of wonderfully formulated products designed specifically for; curly and tightly coiled hair; each with an impressive ingredient listing that includes many of nature's finest organic ingredients. </p>
<p>Perfect for Type 3 &amp; 4 Hair Types.</p>",As I Am,"Use after cleansing and conditioning, apply As I Am Leave-In Conditioner liberally, according to instructions. This will help prevent flaking. <br>

<br> Apply Twist Defining Cream to detangled hair while it is wet, in small sections, then twist away! Spray with water if hair begins to dry before you're done. <br>
<br>Air drying is recommended. You may also use a hood dryer on the low setting.<br>
<br>For twist outs, undo twists and separate, only after hair is completely dry.<br>
<br> You may use Twist Defining Cream for shingling, too, by combing it section-by-section through clean, detangled soaking wet hair with a wide-toothed comb. <br>
<br> Dry thoroughly before fluffing and separating. <br>","Aqua/Water/Eau, Glycerin, Acetamide MEA, Betaine, Helianthus Annuus (Sunflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Triethanolamine, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Carbomer, Phytosterols, Cocos Nucifera (Coconut) Fruit Powder, Phyllanthus Emblica Fruit Powder, Beta Vulgaris (Beet) Root Extract, Citrus Reticulata (Tangerine) Fruit Extract, Ceteareth-25, Laureth-23, TBHQ, Potassium Sorbate, Caprylyl Glycol, Phenoxyethanol, Fragrance/Parfum (Anise Alcohol, Coumarin, Limonene, Linalool)",,,,,,,,,,,,,,,,,kg,,28.63,active
as-i-am-dry-itchy-scalp-care-olive-tea-tree-oil-treatment,As I Am Dry & Itchy Scalp Care Olive & Tea Tree Oil Treatment,"<p data-mce-fragment=""1""><span>Fight Dandruff by going deeper than the eye can see! This Olive &amp; Tea Tree Oil Treatment will nourish and add extra moisture to the scalp. </span><span>Relieve scalp itch, flaking, and irritation associated with Seborrheic Dermatitis and Dandruff. </span><span>Give your hair what it needs to fight off Dandruff from within. Your scalp will thank you later!</span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Benefits:</strong></p>
<ul>
<li>Fights Dandruff &amp; Seborrheic Dermatitis</li>
<li>Improves scalp moisture by 13% after one application</li>
<li>141% Increase in Hair Moisture after one application</li>
</ul>",As I Am,Uncategorized,Treatment,"As I Am, CG Approved, Chemically Treated Hair, Curly Hair, Dandruff, Dry & Itchy Scalp Care, Frizz Free, Hot Oil Treatment, Natural, Natural Hair, Oil, Oils, Protein Free, SALE",true,Size,4 oz,,,,,,,,AIM-DIOT-118,340.0,shopify,deny,manual,65.00,,true,true,,,,,'858380045056,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/AsIAmDry_ItchyScalpCareOlive_TeaTreeOilTreatment.png?v=1605803445,1,As I Am Dry & Itchy Scalp Care Olive & Tea Tree Oil Treatment,false,,Goes beyond the surface. The Olive Tea Tree Oil Scalp Treatment is specially formulated to penetrate deep down to deliver a long lasting relief from itches and scalp irritation. Making it ideal for those  dealing with Seborrheic Dermatitis and persistent down from dandruff.,,,,,,,,,,,,,"Fight Dandruff by going deeper than the eye can see! This Olive Tea Tree Oil Treatment will nourish and add extra moisture to the scalp. Relieve scalp itch, flaking, and irritation associated with Seborrheic Dermatitis and Dandruff. Give your hair what it needs to fight off Dandruff from within. Your scalp will thank you later!
<p>Fights Dandruff &amp; Seborrheic Dermatitis</pr>
<p>Improves scalp moisture by 13% after one application</pr>
<p>141% Increase in Hair Moisture after one application</pr>",As I Am Dry & Itchy Scalp Care Olive & Tea Tree Oil Treatment,"Shake well before use. Apply to dry and itchy areas as needed. Massage into scalp. Do not rinse. May also be used as a Hot Oil Treatment. Massage the oil into your scalp using fingertips. Working your way from roots to ends, massage oil into your hair. Wrap your hair with a heated, wet towel and allow it to sit for 20 minutes. Alternately, place hair under a clean shower cap and either sit under a heat cap or steamer for 15-20 minutes. Just allow your body heat to nourish your hair during the treatment.","Ricinus Communis (Castor) Seed Oil, Cocos Nucifera ( Coconut) Oil, Glycine Soja (Soybean) Oil, Helianthus Annuus (Sunflower) Seed Oil, Nigella Sativa Seed Oil, Caprylic Acid, Olea Europaea (Olive) Fruit Oil, Melaleuca Alternifolia ( Tea Tree) Leaf Oil, Origanum Vulgare Leaf Extract, Aloe Barbadensis Leaf Extract, Fragrance/Parfum, Piroctone Olamine, Ceramide NG, Menthol, Mentha Piperita (Peppermint) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Citronellol Geraniol, Hexyl Cinnamal, Benzyl Salicylate, Limonene, Methyl Ionones, Hydroxy Citronellal, Linalool, Coumarin",,,,,,,,,,,,,,,,,kg,,22.02,active
as-i-am-dry-itchy-scalp-care-olive-tea-tree-conditioner,As I Am Dry & Itchy Scalp Care Olive & Tea Tree Conditioner,"<p data-mce-fragment=""1"">Dandruff has met its match! Relieve scalp itch, flaking, and irritation associated with Seborrheic Dermatitis and Dandruff. This conditioner soothes Dry and Itchy scalp while detangling and moisturizing hair.</p>
<p data-mce-fragment=""1"">Benefits: </p>
<ul>
<li>Improves scalp moisture by 148% when used with the CoWash</li>
<li>Improves scalp moisture by 78% when used with the Shampoo</li>
<li>13% Increase in Hair Moisture after One application</li>
<li>Improves detangling by 49%</li>
<li>Moisturizes and Promotes Shine</li>
<li>Strengthens and Repairs Hair </li>
</ul>
<p data-mce-fragment=""1"">Active Ingredients: 1.00% Zinc Pyrithione</p>
<p data-mce-fragment=""1""><br></p>",As I Am,Uncategorized,Conditioner,"As I Am, CG Approved, Chemically Treated Hair, Conditioner, Curly Hair, Dandruff, Dry & Itchy Scalp Care, Frizz Free, Natural, Natural Hair",true,Size,12 oz,,,,,,,,AIM-DTCT-355,540.0,shopify,deny,manual,70.00,,true,true,,,,,'858380045025,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/AsIAmDry_ItchyScalpCareOlive_TeaTreeOilConditioner.png?v=1605802518,1,As I Am Dry & Itchy Scalp Care Olive & Tea Tree Conditioner,false,,"Crafted conditioner designed to effectively relieve scalp itch, flaking, and irritation associated with Seborrheic Dermatitis and dandruff. This formula soothes dry and itchy scalps while detangling and moisturizing hair.",,,,,,,,,,,,,"As I Am products consists of wonderfully formulated products designed specifically for; curly and tightly coiled hair; each with an impressive ingredient listing that includes many of nature's finest organic ingredients. 

<p>Perfect for Type 3 & 4 Hair Types.</pr>",As I Am,"Shake well before use.
After shampooing apply by massaging onto wet hair and scalp. Follow with As I Am Dry & Itchy Scalp Care Leave in Conditioner and As I Am Dry & Itchy Scalp Care Oil Treatment.
For best results, use at least twice weekly or as directed by a doctor.","Aqua/Water/Eau, Aloe Barbadensis Leaf Juice, Cocos Nucifera (Coconut) Oil, Cetearyl Alcohol, Betaine, Glycerin, Olea Europaea (Olive) Fruit Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Mentha Piperita (Peppermint) Oil, Linum Usitatissimum (Linseed) Seed Extract, Fragrance/Parfum, Piroctone Olamine, Phytosterols, Polyquaternium-37, Quaternium-53, Quaternium-80, Stearamidopropyl Dimethylamine, Caprylic Acid, Polyquaternium-10, Propylene Glycol Dicaprylate/Dicaprate, Phenoxyethanol, Polyacrylamide, Caprylyl Glycol, Menthol, Propylene Glycol, Propanediol, PPG-1 Trideceth-6, Origanum Vulgare Leaf Extract, Citric Acid, Citronellol, Geraniol, Hexyl Cinnamal, Linalool",,,,,,,,,,,,,,,,,kg,,23.76,active
as-i-am-smoothing-gel,As I Am Smoothing Gel,"<p data-mce-fragment=""1""><span>Smoothness Where You Want It. Provides Hold &amp; Shine for Smooth Styling. Wherever and whenever you want your hair to ""lay down and stay awhile"", reach for this superb smoother. Unlike the average gel, it doesn't contain harsh ingredients... Instead, it's made with organics which do the job, but in a gentle, healthy way. Great for smoothing the hairline or other areas of your ""do"" where you desire sleekness.</span></p>
<p data-mce-fragment=""1""><span style=""font-size: 0.875rem;"">Benefits:</span></p>
<ul>
<li><span style=""font-size: 0.875rem;"">Provides a secure hold</span></li>
<li><span style=""font-size: 0.875rem;"">Moisturizes</span></li>
<li><span style=""font-size: 0.875rem;"">Adds shine</span></li>
<li><span style=""font-size: 0.875rem;"">Rinses easily from the hair when it's time to cleanse</span></li>
<li><span style=""font-size: 0.875rem;"">Won't dry out, harden or roughen hair</span></li>
</ul>",As I Am,,Styler,"As I Am, CG Approved, Chemically Treated Hair, Curly Hair, Frizz Free, Natural, Natural Hair, SALE, Styler",true,Size,8 oz,,,,,,,,AIM-SMG-237,440.0,shopify,deny,manual,65.00,,true,true,,,,,'858380002080,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/AsIAmClassicSmoothingGel.png?v=1605802262,1,As I Am Smoothing Gel,false,,,,,,,,,,,,,,,"<p>As I Am products consists of wonderfully formulated products designed specifically for; curly and tightly coiled hair; each with an impressive ingredient listing that includes many of nature's finest organic ingredients. </p>
<p> Perfect for Type 3 & 4 Hair Types </p>",As I Am,Apply on dry or damp hair and smooth product onto desired area for an extra sleek hold.,"Aqua/Water/Eau, Betaine, Glycerin, Laureth-23, Triethanolamine, Aloe Barbadensis Leaf Extract, Sodium Benzoate, Potassium Sorbate, Erythorbic Acid, Citric Acid, Carbomer, Beta Vulgaris (Beet) Root Extract, Hydrolyzed Wheat Protein, Potassium Sorbate, Phenoxyethanol, Potassium Sorbate, Caprylyl Glycol, Phenoxyethanol, Fragrance/Parfum (Anise Alcohol, Coumarin, Limonene)",,,,,,,,,,,,,,,,,kg,,17.62,active
as-i-am-dry-itchy-scalp-olive-tea-tree-oil-shampoo,As I Am Dry & Itchy Scalp Olive & Tea Tree Oil Shampoo,"<p data-mce-fragment=""1"">A treatment shampoo for sensitive, dry, and itchy scalps. Zinc <span>Pyrithione</span> works to actively eliminate yeast and bacterial growth. An Anti-Fungal and Anti-Bacterial Shampoo that kills fungus and micro-organisms that cause dryness and itchiness. Cleanses and moisturizes your Scalp leaving your curls and coils refreshed. Gently Removes Product Build Up and Environmental Impurities from the Hair and Scalp - Itchy flakes are no more! <span>Olive and Tea Tree Oils work to relieve scalp itch, flaking, and irritation. </span>Reduces tangles and combing damage.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Active Ingredients: </strong>1.00% Zinc Pyrithione</p>",As I Am,Uncategorized,Shampoo & Cleanser,"As I Am, Bestsellers, CG Approved, Chemically Treated Hair, Cleansing, Curly Hair, Dandruff, Dry & Itchy Scalp Care, Kid Safe, Natural, Natural Hair, Shampoo, Sulfate - Free, Trending Now, Wash day",true,Size,12 oz,,,,,,,,AIM-DOOS-355,540.0,shopify,deny,manual,70.00,,true,true,,,,,'858380045018,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/AsIAmDry_ItchyScalpCareOlive_TeaTreeOilShampoo.png?v=1605643680,1,As I Am Dry & Itchy Scalp Olive & Tea Tree Oil Shampoo,false,,"Fine conditioner crafted with deep cleaning ingredient to relieve scalp itch, flaking, and irritation associated with Seborrheic Dermatitis and Dandruff. It soothes dry and itchy scalps while detangling and moisturizing hair.",,,,,,,,,,,,,"As I Am products consists of wonderfully formulated products designed specifically for; curly and tightly coiled hair; each with an impressive ingredient listing that includes many of nature's finest organic ingredients. 

<p>Perfect for Type 3 & 4 Hair Types.</pr>",As I Am,Apply directly on the scalp and work lather through the length of the hair. Rinse with cool water for a superb cleansing experience.,"Aqua/Water/Eau, Aloe Barbadensis Leaf Juice, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Betaine, Cocamide MIPA, Sodium Cocoyl Isethionate, Cetyl Alcohol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Olea Europaea (Olive) Fruit Oil, Glycerin, Caprylic Acid, Linum Usitatissimum (Linseed) Seed Extract, Glycol Stearate, Polyquaternium-10, Piroctone Olamine, Phenoxyethanol, Mentha Piperita (Peppermint) Oil, Quaternium-80, Caprylyl Glycol, Menthol, Propanediol, Ceteareth-60 Myristyl Glycol, Origanum Vulgare Leaf Extract, Tetrasodium EDTA, Phenoxyethanol, Caprylyl Glycol, Citric Acid, Sodium Chloride, Potassium Sorbate, Sodium Benzoate, Limonene, LinaloolZinc Pyrithione 1.",,,,,,,,,,,,as-i-am-dry-itchy-scalp-care-olive-tea-tree-conditioner; as-i-am-dry-itchy-scalp-care-olive-tea-tree-oil-treatment,"",only manual,,,kg,,24.22,active
as-i-am-dry-itchy-scalp-care-olive-tea-tree-oil-cowash,As I Am Dry & Itchy Scalp Care Olive & Tea Tree Oil CoWash,"<p data-mce-fragment=""1"">A treatment CoWash for sensitive, dry, and itchy scalps. Zinc <span>Pyrithione</span> works to actively eliminate yeast and bacterial growth. An Anti-Fungal and Anti-Bacterial CoWash that kills fungus and micro-organisms that cause dryness and itchiness. Help prevent itchiness and soothes scalp with Olive Oil and Tea Tree Oil. <span>Relieves scalp itch, flaking, and irritation associated with Seborrheic Dermatitis and Dandruff. </span>Hydrate dry hair for more vibrant, manageable coils and curls.</p>
<p data-mce-fragment=""1"">Benefits:</p>
<ul>
<li>Improves scalp moisture by 148%</li>
<li>Removes impurities by 98%</li>
<li>Improves easy of combing by 39% after one wash</li>
</ul>",As I Am,Uncategorized,Shampoo & Cleanser,"As I Am, bestseller, CG Approved, Chemically Treated Hair, Cleansing, Co Wash, Colour Treated Hair, CoWash, Curly Hair, Dandruff, Dry & Itchy Scalp Care, Kid Safe, Natural Hair",true,Size,16 oz,,,,,,,,AIM-DSOC-473,880.0,shopify,deny,manual,70.00,,true,true,,,,,'858380045032,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/AsIAmDry_ItchyScalpCareOlive_TeaTreeOilCoWash.png?v=1605642222,1,As I Am Dry & Itchy Scalp Care Olive & Tea Tree Oil CoWash,false,,,,,,,,,,,,,,,"<p data-mce-fragment=""1"">A treatment CoWash for&nbsp;sensitive, dry, and itchy scalps. Zinc&nbsp;<span>Pyrithione</span>&nbsp;works to actively eliminate yeast and bacterial growth. An Anti-Fungal and Anti-Bacterial CoWash that kills fungus and micro-organisms that cause dryness and itchiness. Help prevent itchiness and soothes scalp with Olive Oil and Tea Tree Oil.&nbsp;<span>Relieves scalp itch, flaking, and irritation associated with Seborrheic Dermatitis and Dandruff.&nbsp;</span>Hydrate dry hair for more vibrant, manageable coils and curls.</p>
<p>Benefits:</p>
<p> Improves scalp moisture by 148% </p>
<p> Removes impurities by 98% </pr>
<p> Improves easy of combing by 39% after one wash</pr>
",As I Am Dry & Itchy Scalp Care Olive & Tea Tree Oil CoWash,Apply directly onto the scalp and distribute product throughout the length of the hair. Rinse with cool water for a superb cleansing experience.,"Aqua/Water/Eau, Betaine, Cetearyl Alcohol, Aloe Barbadensis Leaf Juice, Cetrimonium Chloride, Glycerin, Quaternium-18, Polysorbate 60, Olea Europaea (Olive) Fruit Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Phytosterols, Mentha Piperita (Peppermint) Oil, Stearamidopropyl Dimethylamine , Caprylic Acid, Quaternium-80, Propanediol, Cocos Nucifera (Coconut) Oil, Fragrance/Parfum, Phenoxyethanol, Potassium Chloride, Linum Usitatissimum (Linseed) Seed Extract, Ceramide NG, Sodium Lauroyl Lactylate, Caprylyl Glycol, Piroctone Olamine, Menthol, Polyacrylamide, Origanum Vulgare Leaf Extract, Propylene Glycol Dicaprylate/Dicaprate, Sodium Cocoyl Isethionate, Coconut Fatty Acids, Sodium Lauroyl Glutamate, PEG-3 Distearate, Laureth-9, PEG-8, Ceteareth-25, Disodium Ethylene Dicocamide PEG-15 Disulfate, Citric Acid, Polyquaternium-37, PPG-1 Trideceth-6, Citronellol, Geraniol, Hexyl Cinnamal, Lilial, Linalool",,,,,,,,,,,,,,,,,kg,,24.22,active
as-i-am-hydration-elation-intensive-conditioner,As I Am Hydration Elation Intensive Conditioner,"<p data-mce-fragment=""1"">Immerse your curls and coils in moisture and emollients. Schedule your hair maintenance with this deeply hydrating and fortifying treatment for strong, shiny and bouncy hair. This rich penetrating conditioning treatment is an exceptional composition of extracts of coconut, sugar cane, green tea, apple, lemon, shea butter and Vitamin E as well as proven hair fortifiers.</p>
<p data-mce-fragment=""1"">Benefits:</p>
<ul>
<li>Moisturizes deep within the hair shaft </li>
<li>Smooths and aligns cuticle layer</li>
<li>Strengthens weak areas and repairs split ends</li>
<li>Promotes shine</li>
<li>Infused with pure herbal ingredients that stimulate the scalp and hair roots</li>
<li>Helps promote healthy hair growth from the follicular level</li>
<li>Enhances manageability and overall hair health</li>
</ul>",As I Am,Uncategorized,Conditioner,"As I Am, bestseller, CG Approved, Curly Hair, Deep Conditioner, Deep conditioning, Dry & Brittle Hair, Moisture Rich, Natural, Natural Hair, Protein Free, Sulfate - Free",true,Size,8 oz,,,,,,,,AIM-HEIC-237,440.0,shopify,deny,manual,78.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/AsIAmHydrationElation.png?v=1605642924,1,As I Am Hydration Elation Intensive Conditioner,false,,,,,,,,,,,,,,,"As I Am products consists of wonderfully formulated products designed specifically for curly and tightly coiled hair; each with an impressive ingredient listing that includes many of nature's finest organic ingredients. 
<p>Perfect for Type 3 &amp; 4 Hair Types. </p>",As I Am,Apply on damp hair focusing on the length of the hair and avoid the scalp. Let the conditioner sit for a 20-30 mins and rinse with cool water. For a more penetrating treatment use a steamer or heat cap.,"Aqua/Water/Eau, Cocos Nucifera (Coconut) Oil, Betaine, Cetyl Esters, Cetyl Alcohol, Glycerin, Quaternium-91, Cetearyl Alcohol, Cetrimonium Methosulfate, Butyrospermum Parkii (Shea) Butter, Phytosterols, Mangifera Indica (Mango) Seed Butter, Cocos Nucifera (Coconut) Fruit Powder, Citrus Reticulata (Tangerine) Fruit Extract, Camellia Oleifera Leaf Extract, Pyrus Malus (Apple) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Saccharum Ocinarum (Sugar Cane) Extract, Fragrance/Parfum,Tocopheryl Acetate, Caprylyl Glycol, Phenoxyethanol, Polyquaternium-37, Propylene Glycol Dicaprylate/Dicaprate, PPG-1, Trideceth-6, Sodium Benzoate, Caprylic/Capric Triglyceride, Abies Balsamea (Balsam Canada) Resin, Limonene.",,,,,,,,,,,,,,,,,kg,,35.23,active
mielle-pomegranate-honey-moisturizing-and-detangling-conditioner,Mielle Pomegranate & Honey Moisturizing and Detangling Conditioner,"<p><span>In the world of Type 4 hair products, you haven’t tried anything like the Mielle Organics Pomegranate &amp; Honey collection. Mielle's Moisturizing and Detangling Conditioner provides intense hydration with a silky feel, locking in moisture and strengthening your thick, curly hair to prevent breakage and split ends. </span></p><br><br>
<p><span>Pair it with Mielle’s other thoughtfully made Type 4 hair products for a smooth hair care routine from beginning to end. Pair with Mielle's Pomegranate &amp; Honey Leave-In Conditioner to prime wet hair for styling, and create a defined finish with one of the curl enhancing stylers. Although this product line was formulated and designed with Type 4 hair in mind, we have seen fantastic results with clients with Type 3 hair as well as chemically treated hair.</span></p>
<p><br></p>",Mielle Organics,Uncategorized,Conditioner,"CG Approved, Conditioner, Curly Hair, detangler, Detangling, High Porosity Essentials, Honey, Hydrating Conditioner, Mielle, Mielle Organics, Moisturizing Conditioner, Mummy & Me Edit, Natural, Natural Hair, Rinse out Conditioner, The Mummy & Me Edit",true,Size,12 fl oz,,,,,,,,MIE-PHMDS-355,540.0,shopify,deny,manual,80.00,,true,true,,,,,'854102006800,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/MIELLEPomegranate_HoneyMoisturizingandDetanglingConditioner.jpg?v=1605105796,1,Mielle Pomegranate & Honey Moisturizing and Detangling Conditioner,false,,"Mielle Pomegranate & Honey Moisturizing and Detangling Conditioner - Deeply conditions & hydrates curls, strengthens hair & lock in moisture to prevent breakage",,,,,,,,,,,,,"Mielle Organics a natural haircare brand that delivers on its promises of healthier, stronger and more hydrated hair through use of organic ingredients, products have been uniquely formulated to deliver hydration, moisture and definition.<br>
",Mielle,"CLEANSE by applying to wet hair and gently comb through from root to tip. Leave in for 10-15 minutes. Rinse thoroughly. Repeat as necessary. <br> <br>

PRIME wet hair with Pomegranate & Honey Leave-In Conditioner before styling. <br> <br>

DEFINE with one of three Mielle Pomegranate & Honey stylers.","Water (Aqua, Eau), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cyclopentasiloxane, Cetearyl Alcohol, Behentrimonium Methosulfate, Cocos Nucifera (Coconut) Oil, Stearalkonium Chloride,Fragrance, Honey, Glycerin, Euterpe Oleracea Fruit Extract, Punica Granatum (Pomegranate) Seed Oil, Organic Orbignya Oleifera (Babassu) Oil, Organic Mauritia Flexuosa (Buriti) Fruit Oil, Organic Copaiferi Officinalis (Balsam Copaiba), Organic Astrocaryum Murumuru Seed Butter, Disodium Edta, Aminomethyl Propanol, Phenoxyethanol, Benzoic Acid, Ethylhexyl Glycerin, Glycereth-2 Cocoate",,,,,,,,,,,,mielle-pomegranate-honey-leave-in-conditioner; mielle-pomegranate-honey-moisturizing-and-detangling-shampoo,"",only manual,,,kg,,25.65,active
mielle-pomegranate-honey-moisturizing-and-detangling-shampoo,Mielle Pomegranate & Honey Moisturizing and Detangling Shampoo,"<p><span data-mce-fragment=""1"">Tackle wash day with a Type 4 hair product made just for you. Mielle’s Pomegranate &amp; Honey Moisturizing and Detangling Shampoo uses natural ingredients like honey and babassu oil to lift dirt and oil from your hair while preserving moisture.</span></p><br>
<p><span data-mce-fragment=""1""> Enjoy the luxurious lather and amazing scent, and see for yourself how well it works at loosening tangles and adding slip. </span></p><br>
<p><span data-mce-fragment=""1"">Follow up with the Detangling Conditioner, moisturize with the Leave-In Conditioner, and get creative with your choice of Pomegranate &amp; Honey natural hair styling products. Add this sulfate-free shampoo to your collection today, you will not be disappointed. </span></p><br>
<p><br></p>",Mielle Organics,Uncategorized,Shampoo & Cleanser,"bestseller, Bestsellers, CG Approved, Cleansing, Coloured Hair, Curly Hair, Detangling, Detangling Shampoo, Kid Safe, Mielle, Mummy & Me Edit, Protein Shampoo, Shampoo, Slip, Sulfate - Free, The Mummy & Me Edit",true,Size,12 fl oz,,,,,,,,MIE-PHMDS-355,540.0,shopify,deny,manual,80.00,,true,true,,,,,'854102006794,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/MIELLEPomegranate_HoneyMoisturizingandDetanglingShampoo.jpg?v=1605105614,1,Mielle Pomegranate & Honey Moisturizing and Detangling Shampoo,false,,"Mielle Pomegranate & Honey Moisturizing and Detangling Shampoo - Cleanses hair to lift dirt & build up from hair, detangles & moisturizes hair. For thick, curly types",,,,,,,,,,,,,"Mielle Organics a natural haircare brand that delivers on its promises of healthier, stronger and more hydrated hair through use of organic ingredients, products have been uniquely formulated to deliver hydration, moisture and definition.<br>
",Mielle,"CLEANSE
Apply a generous amount onto hands and massage into wet hair and scalp until it lathers. Gently finger-comb to pre-detangle. Rinse with warm water.<br>
Repeat as necessary. Follow with Mielle Pomegranate & Honey Moisturizing and Detangling Conditioner. <br> <br>
PRIME
Wet hair with Pomegranate & Honey Leave-In Conditioner before styling. <br> <br>
DEFINE
Finish with one of our three Pomegranate & Honey stylers.","Water (Aqua, Eau), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Polyquaternium-7, Disodium Cocoamphodipropionate, Cocamide Mea, Glycol Stearate, Disodium Lauryl Sulfosuccinate, Fragrance, Honey, Peg-150 Distearate, Panthenol, Hydrolyzed Wheat Protein, Punica Granatum (Pomegranate) Seed Oil, Euterpe Oleracea Fruit Extract, Glycerin, Silk Protein, Organic Orbignya Oleifera (Babassu) Oil, Organic Mauritia Flexuosa (Buriti) Fruit Oil, Organic Copaiferi Officinalis (Balsam Copaiba), Organic Astrocaryum Murumuru Seed Butter, Sodium Chloride, Citric Acid, Phenoxyethanol, Benzoic Acid, Ethylhexylglycerin, Glycereth-2 Cocoate",,,,,,,,,,,,mielle-pomegranate-honey-moisturizing-and-detangling-conditioner; mielle-pomegranate-honey-leave-in-conditioner,"",only manual,,,kg,,25.65,active
free-delivery,Free Delivery,"",Emersonhairandbeauty,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,300.00,,true,false,,,,,"",,,,false,,"Enjoy free delivery on your favorite CGM-approved products across the UAE. No code needed—shop, relax, and we’ll ship it free.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
